X1,surveyID,P_type,verif_ans,P_sentence,clear_responses,ispo
2251,utt2nnyo20200113,DOI,n,The secretary handed the manager they invoice.,The librarian hands the man a book.,0
2252,utt2nnyo20200113,POI,n,The swimmer handed the towel to they driver.,The girl hands a paint brush to the boy.,1
2253,utt2nnyo20200113,DOC,y,The teacher handed the student the certificate.,A person hands the singer a guitar.,0
2254,utt2nnyo20200113,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,The girl hands the boy a plate.,0
2255,utt2nnyo20200113,DOC,y,The bartender handed the customer the cocktail.,The cowboy hands his hat to the clown.,1
2256,utt2nnyo20200113,POC,y,The travel agent gave the last ticket to the young fan.,The boy gives a heart to the girl.,1
2257,utt2nnyo20200113,DOC,y,The woman gave the new neighbor the rusty bike.,The person gives a gift to the girl.,1
2258,utt2nnyo20200113,POI,n,The builder showed the blueprints to they new client.,The students show their work to the teacher.,0
2259,utt2nnyo20200113,DOI,n,The disgruntled employee gave the manager them long letter.,The cop is giving a ticket.,1
2260,utt2nnyo20200113,POI,n,The millionaire gave the valuable painting to they struggling artist.,The girl gives flowers to the teacher.,1
2261,uy7f303a20201124,DOC,y,The happy child showed her father the coloring book.,One man showed another man a gun.,0
2262,uy7f303a20201124,POC,y,The travel agent gave the last ticket to the young fan.,The boy gave a letter to the girl.,1
2263,uy7f303a20201124,DOC,y,The fashion designer gave the famous journalist the pink jacket.,The nurse gave her patient food.,0
2264,uy7f303a20201124,POI,n,The researcher gave the detailed results to them experienced surgeon.,The sailor gave tea to the soldier.,1
2265,uy7f303a20201124,DOC,y,The teacher handed the student the certificate.,The assistant handed the performer a guitar.,0
2266,uy7f303a20201124,POI,n,The builder showed the blueprints to they new client.,The kids showed their art to the teacher.,1
2267,uy7f303a20201124,DOC,y,The bartender handed the customer the cocktail.,The cowboy handed the clown his hat.,0
2268,uy7f303a20201124,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,The girl handed the hat to the boy.,1
2269,uy7f303a20201124,DOI,n,The captain gave the old sailor they spare life jacket.,The cake was given to the coworker.,1
2270,uy7f303a20201124,POI,n,The swimmer handed the towel to they driver.,The girl handed the brush to the painter.,1
2271,uy7f303a20201124,DOI,n,The spy handed the double agent them submarine blueprints.,The nurse handed the doctor the stethoscope.,0
2272,uy7f303a20201124,POC,y,The mother gave the expensive toy to the hungry toddler.,The maid gave the cane to the cook.,1
2273,uy7f303a20201124,DOI,n,The photographer showed the editor them finished proofs.,The salesman showed the couple the car.,0
2274,uy7f303a20201124,POC,y,The mean neighbor handed a nasty note to the woman next door.,The waiter handed the customer the menu.,0
2275,uy7f303a20201124,DOI,n,The secretary handed the manager they invoice.,The librarian handed the boy a book.,0
2276,uy7f303a20201124,POI,n,The millionaire gave the valuable painting to they struggling artist.,The girl gave her teacher flowers.,0
2277,uy7f303a20201124,DOI,n,The disgruntled employee gave the manager them long letter.,The officer gave the man a ticket.,0
2278,uy7f303a20201124,POC,y,The good looking bartender handed free drinks to the girls at the bar.,The girl handed the boy some chalk.,0
2279,uy7f303a20201124,DOC,y,The woman gave the new neighbor the rusty bike.,The man gave the girl a gift.,0
2280,uy7f303a20201124,POC,y,The architect showed the model of the building to the architect.,The girl showed the dress to the man.,1
2281,vd9r5nk020201111,DOC,y,The teacher handed the student the certificate.,The man hands the other man the guitar.,0
2282,vd9r5nk020201111,POI,n,The builder showed the blueprints to they new client.,The two kids showed the woman the picture.,0
2283,vd9r5nk020201111,DOC,y,The fashion designer gave the famous journalist the pink jacket.,The doctor gave the patient food.,0
2284,vd9r5nk020201111,POC,y,The travel agent gave the last ticket to the young fan.,The boy gave the girl the heart to the girl.,1
2285,vd9r5nk020201111,DOC,y,The woman gave the new neighbor the rusty bike.,The man gave the girl a present.,0
2286,vd9r5nk020201111,POI,n,The researcher gave the detailed results to them experienced surgeon.,The navy man gave the army soldier a teapot.,0
2287,vd9r5nk020201111,DOI,n,The photographer showed the editor them finished proofs.,The man sold the car to the couple.,1
2288,vd9r5nk020201111,POC,y,The architect showed the model of the building to the architect.,The boy showed the man the outfit,0
2289,vd9r5nk020201111,DOC,y,The happy child showed her father the coloring book.,The man shows the other man the gun.,0
2290,vd9r5nk020201111,POC,y,The mean neighbor handed a nasty note to the woman next door.,The waitress handed the man the menu.,0
2291,vd9r5nk020201111,DOI,n,The disgruntled employee gave the manager them long letter.,The police officer gave the man the ticket.,0
2292,vd9r5nk020201111,POI,n,The millionaire gave the valuable painting to they struggling artist.,The girl gave the teacher the flower.,0
2293,vd9r5nk020201111,DOI,n,The secretary handed the manager they invoice.,The librarian handed the book to the boy.,1
2294,vd9r5nk020201111,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,The girl handed the boy the plate.,0
2295,vd9r5nk020201111,DOC,y,The bartender handed the customer the cocktail.,The man handed the clown the hat.,0
2296,vd9r5nk020201111,POC,y,The mother gave the expensive toy to the hungry toddler.,The nurse gave the man the cane.,0
2297,vd9r5nk020201111,DOI,n,The spy handed the double agent them submarine blueprints.,f,NA
2298,vd9r5nk020201111,POI,n,The swimmer handed the towel to they driver.,n,NA
2299,vd9r5nk020201111,DOI,n,The captain gave the old sailor they spare life jacket.,y,NA
2300,vd9r5nk020201111,POC,y,The good looking bartender handed free drinks to the girls at the bar.,y,NA
2301,vmm0jyvv20200217,DOC,y,The happy child showed her father the coloring book.,The man is showing the judge a gun.,0
2302,vmm0jyvv20200217,POC,y,The architect showed the model of the building to the architect.,The woman is showing a man a dress.,0
2303,vmm0jyvv20200217,DOC,y,The fashion designer gave the famous journalist the pink jacket.,The doctor is giving the patient medicine.,0
2304,vmm0jyvv20200217,POI,n,The millionaire gave the valuable painting to they struggling artist.,The girl is giving flowers to her teacher.,1
2305,vmm0jyvv20200217,DOI,n,The spy handed the double agent them submarine blueprints.,The nurse is handing a doctor a stethoscope.,0
2306,vmm0jyvv20200217,POI,n,The builder showed the blueprints to they new client.,The children show their picture to someone else.,0
2307,vmm0jyvv20200217,DOI,n,The secretary handed the manager they invoice.,The librarian is handing a child a book.,0
2308,vmm0jyvv20200217,POC,y,The travel agent gave the last ticket to the young fan.,The boy is giving a representation of a heart to a girl.,1
2309,vmm0jyvv20200217,DOI,n,The photographer showed the editor them finished proofs.,The car salesman is showing a couple a car.,0
2310,vmm0jyvv20200217,POC,y,The mother gave the expensive toy to the hungry toddler.,The maid is giving a cane to a chef.,1
2311,vmm0jyvv20200217,DOC,y,The woman gave the new neighbor the rusty bike.,The man gives the girl a gift.,0
2312,vmm0jyvv20200217,POC,y,The good looking bartender handed free drinks to the girls at the bar.,The girl is giving the letter K to a boy.,1
2313,vmm0jyvv20200217,DOI,n,The disgruntled employee gave the manager them long letter.,The police is giving the driver a ticket.,0
2314,vmm0jyvv20200217,POC,y,The mean neighbor handed a nasty note to the woman next door.,The waitress is handing a menu to a customer.,1
2315,vmm0jyvv20200217,DOC,y,The teacher handed the student the certificate.,The boy is handing a guitar to the singer.,1
2316,vmm0jyvv20200217,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,The girl is handing a plate to the man.,1
2317,vmm0jyvv20200217,DOC,y,The bartender handed the customer the cocktail.,The man is handing a clown a hat.,0
2318,vmm0jyvv20200217,POI,n,The researcher gave the detailed results to them experienced surgeon.,The sailor is giving a teapot to a soldier.,1
2319,vmm0jyvv20200217,DOI,n,The captain gave the old sailor they spare life jacket.,The couple is giving a woman a cake.,0
2320,vmm0jyvv20200217,POI,n,The swimmer handed the towel to they driver.,The girl is handing a paintbrush to a boy.,1
2321,vomf13pu20200214,DOI,n,The photographer showed the editor them finished proofs.,The salesman shows the car,1
2322,vomf13pu20200214,POC,y,The mother gave the expensive toy to the hungry toddler.,The waitress gives the cane to the chef,1
2323,vomf13pu20200214,DOC,y,The teacher handed the student the certificate.,The person hands the guitar off,NA
2324,vomf13pu20200214,POI,n,The researcher gave the detailed results to them experienced surgeon.,The sailor gives the teapot away,0
2325,vomf13pu20200214,DOI,n,The secretary handed the manager they invoice.,The librarian hands the book to the kid,1
2326,vomf13pu20200214,POC,y,The mean neighbor handed a nasty note to the woman next door.,The waitress hands the customer a menu,0
2327,vomf13pu20200214,DOI,n,The spy handed the double agent them submarine blueprints.,The nurse hands an item over,0
2328,vomf13pu20200214,POI,n,The millionaire gave the valuable painting to they struggling artist.,The girl gives flowers,1
2329,vomf13pu20200214,DOI,n,The disgruntled employee gave the manager them long letter.,The police officer gives a ticket,1
2330,vomf13pu20200214,POC,y,The good looking bartender handed free drinks to the girls at the bar.,The girl hands the boy a marker,0
2331,vomf13pu20200214,DOC,y,The fashion designer gave the famous journalist the pink jacket.,The nurse gives,NA
2332,vomf13pu20200214,POC,y,The travel agent gave the last ticket to the young fan.,THe boys gives,NA
2333,vomf13pu20200214,DOI,n,The captain gave the old sailor they spare life jacket.,The girl gives,NA
2334,vomf13pu20200214,POC,y,The architect showed the model of the building to the architect.,The boy shows,NA
2335,vomf13pu20200214,DOC,y,The happy child showed her father the coloring book.,The man shows,NA
2336,vomf13pu20200214,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,The girl hands,NA
2337,vomf13pu20200214,DOC,y,The woman gave the new neighbor the rusty bike.,The man gives a present,1
2338,vomf13pu20200214,POI,n,The builder showed the blueprints to they new client.,The children show,NA
2339,vomf13pu20200214,DOC,y,The bartender handed the customer the cocktail.,The man hands,NA
2340,vomf13pu20200214,POI,n,The swimmer handed the towel to they driver.,THe girl hands,NA
2341,x2qq61ea20200129,DOC,y,The woman gave the new neighbor the rusty bike.,GIVE,NA
2342,x2qq61ea20200129,POC,y,The good looking bartender handed free drinks to the girls at the bar.,The girl is handing a guy alphabet letters,0
2343,x2qq61ea20200129,DOI,n,The disgruntled employee gave the manager them long letter.,The policemen Is handing a person a ticket,0
2344,x2qq61ea20200129,POI,n,The builder showed the blueprints to they new client.,The kids are showing a very drawn painting,0
2345,x2qq61ea20200129,DOI,n,The spy handed the double agent them submarine blueprints.,The nurse is handing the doctor his stethoscope,0
2346,x2qq61ea20200129,POC,y,The architect showed the model of the building to the architect.,The lady is showing a person a dress,0
2347,x2qq61ea20200129,DOI,n,The secretary handed the manager they invoice.,She is handing the person a library book,0
2348,x2qq61ea20200129,POI,n,The millionaire gave the valuable painting to they struggling artist.,She is giving her teacher lovely looking flowers,0
2349,x2qq61ea20200129,DOC,y,The bartender handed the customer the cocktail.,The men is giving the clown his lost hat,0
2350,x2qq61ea20200129,POC,y,The mother gave the expensive toy to the hungry toddler.,She is giving a cane to the chef,1
2351,x2qq61ea20200129,DOI,n,The photographer showed the editor them finished proofs.,The car salesmen is trying to sell cars,NA
2352,x2qq61ea20200129,POI,n,The researcher gave the detailed results to them experienced surgeon.,He is handing a teapot to the soldier,1
2353,x2qq61ea20200129,DOC,y,The teacher handed the student the certificate.,He is handed back the guitarist his guitar,0
2354,x2qq61ea20200129,POC,y,The travel agent gave the last ticket to the young fan.,He is handing his love to the girl,1
2355,x2qq61ea20200129,DOC,y,The fashion designer gave the famous journalist the pink jacket.,A patient is being treated.,NA
2356,x2qq61ea20200129,POI,n,The swimmer handed the towel to they driver.,the girl is giving the man a brush.,0
2357,x2qq61ea20200129,DOI,n,The captain gave the old sailor they spare life jacket.,The woman is giving someone a cake.,0
2358,x2qq61ea20200129,POC,y,The mean neighbor handed a nasty note to the woman next door.,She is handing him a lunch menu,0
2359,x2qq61ea20200129,DOC,y,The happy child showed her father the coloring book.,he is buying a gun,NA
2360,x2qq61ea20200129,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,She is handing him a frisbee,0
2361,x9y7eeqv20201103,DOC,y,The happy child showed her father the coloring book.,The man shows his gun.,1
2362,x9y7eeqv20201103,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,The woman hands a plate.,1
2363,x9y7eeqv20201103,DOC,y,The fashion designer gave the famous journalist the pink jacket.,The nurse gives food to the patient.,1
2364,x9y7eeqv20201103,POI,n,The swimmer handed the towel to they driver.,The woman hands a paint brush.,0
2365,x9y7eeqv20201103,DOI,n,The captain gave the old sailor they spare life jacket.,The parents gave the boy a cake.,0
2366,x9y7eeqv20201103,POI,n,The builder showed the blueprints to they new client.,The children shows their drawing.,1
2367,x9y7eeqv20201103,DOC,y,The woman gave the new neighbor the rusty bike.,The man gives a present to the child.,1
2368,x9y7eeqv20201103,POC,y,The travel agent gave the last ticket to the young fan.,The boy gave a heart.,1
2369,x9y7eeqv20201103,DOI,n,The spy handed the double agent them submarine blueprints.,The woman hands a stethoscope.,1
2370,x9y7eeqv20201103,POI,n,The millionaire gave the valuable painting to they struggling artist.,The girl gives flowers to the teacher.,1
2371,x9y7eeqv20201103,DOI,n,The photographer showed the editor them finished proofs.,The car dealer shows a car.,1
2372,x9y7eeqv20201103,POI,n,The researcher gave the detailed results to them experienced surgeon.,The sailor gives a teapot to the soldier.,1
2373,x9y7eeqv20201103,DOC,y,The teacher handed the student the certificate.,The man hands a guitar to the singer.,1
2374,x9y7eeqv20201103,POC,y,The mother gave the expensive toy to the hungry toddler.,The waitress gives the cane to the chef.,1
2375,x9y7eeqv20201103,DOI,n,The disgruntled employee gave the manager them long letter.,The officer gives a ticket.,1
2376,x9y7eeqv20201103,POC,y,The architect showed the model of the building to the architect.,The woman shows the dress.,1
2377,x9y7eeqv20201103,DOC,y,The bartender handed the customer the cocktail.,The man hands a hat to the clown.,1
2378,x9y7eeqv20201103,POC,y,The good looking bartender handed free drinks to the girls at the bar.,The girl hands chalk to the boy.,1
2379,x9y7eeqv20201103,DOI,n,The secretary handed the manager they invoice.,The librarian hands a book to the boy.,1
2380,x9y7eeqv20201103,POC,y,The mean neighbor handed a nasty note to the woman next door.,The server hands a menu.,1
2381,y5qncmp920200228,DOI,n,The photographer showed the editor them finished proofs.,The dealer shows them the car.,0
2382,y5qncmp920200228,POC,y,The travel agent gave the last ticket to the young fan.,The boy gives the girl a heart.,0
2383,y5qncmp920200228,DOI,n,The secretary handed the manager they invoice.,The librarian hands them a book.,0
2384,y5qncmp920200228,POI,n,The builder showed the blueprints to they new client.,The kids show the teacher their art.,0
2385,y5qncmp920200228,DOC,y,The fashion designer gave the famous journalist the pink jacket.,The nurse is giving them medicine.,0
2386,y5qncmp920200228,POC,y,The architect showed the model of the building to the architect.,The designer shows them the dress.,0
2387,y5qncmp920200228,DOC,y,The woman gave the new neighbor the rusty bike.,The man gives a gift to the girl.,1
2388,y5qncmp920200228,POI,n,The millionaire gave the valuable painting to they struggling artist.,She gives flowers to the teacher.,1
2389,y5qncmp920200228,DOI,n,The captain gave the old sailor they spare life jacket.,She gives the person a cake.,0
2390,y5qncmp920200228,POC,y,The mother gave the expensive toy to the hungry toddler.,She gives the cane to the chef.,1
2391,y5qncmp920200228,DOC,y,The bartender handed the customer the cocktail.,The man hands the hat to the clown,1
2392,y5qncmp920200228,POI,n,The swimmer handed the towel to they driver.,The girl hands the brush to the boy.,1
2393,y5qncmp920200228,DOI,n,The disgruntled employee gave the manager them long letter.,The officer gives the driver a ticket.,0
2394,y5qncmp920200228,POC,y,The mean neighbor handed a nasty note to the woman next door.,The waitress hands the man a menu.,0
2395,y5qncmp920200228,DOC,y,The teacher handed the student the certificate.,The boy hands the singer a guitar.,0
2396,y5qncmp920200228,POC,y,The good looking bartender handed free drinks to the girls at the bar.,The girl hands a letter to the boy.,1
2397,y5qncmp920200228,DOI,n,The spy handed the double agent them submarine blueprints.,The nurse hands the doctor a stethoscope.,0
2398,y5qncmp920200228,POI,n,The researcher gave the detailed results to them experienced surgeon.,The sailor gives the pot to the solider.,1
2399,y5qncmp920200228,DOC,y,The happy child showed her father the coloring book.,The person is showing the other person something.,0
2400,y5qncmp920200228,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,The girls hands the disc to the boy.,1
2401,y8u8ss9t20201107,DOI,n,The disgruntled employee gave the manager them long letter.,The policeman gives the driver a ticket.,0
2402,y8u8ss9t20201107,POI,n,The millionaire gave the valuable painting to they struggling artist.,The girl gives her grandma some flowers.,0
2403,y8u8ss9t20201107,DOI,n,The spy handed the double agent them submarine blueprints.,The nurse hands over the stethoscope.,NA
2404,y8u8ss9t20201107,POC,y,The architect showed the model of the building to the architect.,The man shows him the dress.,0
2405,y8u8ss9t20201107,DOC,y,The teacher handed the student the certificate.,He hands over the guitar.,NA
2406,y8u8ss9t20201107,POC,y,The mother gave the expensive toy to the hungry toddler.,She gives the chef the cane.,NA
2407,y8u8ss9t20201107,DOI,n,The photographer showed the editor them finished proofs.,He shows the car.,1
2408,y8u8ss9t20201107,POC,y,The mean neighbor handed a nasty note to the woman next door.,The waitress hands over the menu.,NA
2409,y8u8ss9t20201107,DOC,y,The fashion designer gave the famous journalist the pink jacket.,The nurse gives the patient some medicine.,0
2410,y8u8ss9t20201107,POI,n,The swimmer handed the towel to they driver.,She hands over the brush.,NA
2411,y8u8ss9t20201107,DOI,n,The secretary handed the manager they invoice.,The librarian hands over the book.,NA
2412,y8u8ss9t20201107,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,She hands over the plate.,NA
2413,y8u8ss9t20201107,DOC,y,The bartender handed the customer the cocktail.,He hands the hat to the clown.,1
2414,y8u8ss9t20201107,POC,y,The good looking bartender handed free drinks to the girls at the bar.,She hands the chalk to the boy.,1
2415,y8u8ss9t20201107,DOC,y,The woman gave the new neighbor the rusty bike.,He gives the girl a gift.,0
2416,y8u8ss9t20201107,POI,n,The builder showed the blueprints to they new client.,They show the teacher the poster.,0
2417,y8u8ss9t20201107,DOI,n,The captain gave the old sailor they spare life jacket.,They give her a cake.,0
2418,y8u8ss9t20201107,POC,y,The travel agent gave the last ticket to the young fan.,She gives her a valentine.,0
2419,y8u8ss9t20201107,DOC,y,The happy child showed her father the coloring book.,He shows him the object.,0
2420,y8u8ss9t20201107,POI,n,The researcher gave the detailed results to them experienced surgeon.,He gives him the teapot.,0
2421,ygepr20b20201121,DOC,y,The bartender handed the customer the cocktail.,The cowboy is handing the clown a hat,0
2422,ygepr20b20201121,POC,y,The architect showed the model of the building to the architect.,She is showing him a dress,0
2423,ygepr20b20201121,DOC,y,The fashion designer gave the famous journalist the pink jacket.,The nurse is giving the patient medicine,0
2424,ygepr20b20201121,POC,y,The mother gave the expensive toy to the hungry toddler.,The maid is giving the chef a cane,0
2425,ygepr20b20201121,DOI,n,The photographer showed the editor them finished proofs.,He is showing them the car for sale,0
2426,ygepr20b20201121,POI,n,The swimmer handed the towel to they driver.,She is handing him the paintbrush,0
2427,ygepr20b20201121,DOC,y,The teacher handed the student the certificate.,He is handing the singer the guitar,0
2428,ygepr20b20201121,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,she is handing him his hat,0
2429,ygepr20b20201121,DOC,y,The happy child showed her father the coloring book.,He is showing him the gun,0
2430,ygepr20b20201121,POC,y,The travel agent gave the last ticket to the young fan.,He is giving the girl his valentine,0
2431,ygepr20b20201121,DOC,y,The woman gave the new neighbor the rusty bike.,he is giving his daughter a present,0
2432,ygepr20b20201121,POI,n,The researcher gave the detailed results to them experienced surgeon.,The sailor is giving the soldier the kettle,0
2433,ygepr20b20201121,DOI,n,The spy handed the double agent them submarine blueprints.,She is handing the doctor the stethoscope,0
2434,ygepr20b20201121,POI,n,The millionaire gave the valuable painting to they struggling artist.,She is giving the teacher flowers,0
2435,ygepr20b20201121,DOI,n,The captain gave the old sailor they spare life jacket.,She is giving him the birthday cake,0
2436,ygepr20b20201121,POC,y,The good looking bartender handed free drinks to the girls at the bar.,She is handing the boy a utensil,0
2437,ygepr20b20201121,DOI,n,The disgruntled employee gave the manager them long letter.,The officer is giving the man a ticket,0
2438,ygepr20b20201121,POC,y,The mean neighbor handed a nasty note to the woman next door.,She is handing him the menu,0
2439,ygepr20b20201121,DOI,n,The secretary handed the manager they invoice.,The librarian is handing the boy the book,0
2440,ygepr20b20201121,POI,n,The builder showed the blueprints to they new client.,They are showing the teacher their painting,0
2441,yr4btkgb20201126,DOI,n,The captain gave the old sailor they spare life jacket.,The family wanted to give her a cake.,0
2442,yr4btkgb20201126,POC,y,The travel agent gave the last ticket to the young fan.,He wanted to give her a valentine.,0
2443,yr4btkgb20201126,DOI,n,The disgruntled employee gave the manager them long letter.,The officer needed to give him a ticket.,0
2444,yr4btkgb20201126,POI,n,The researcher gave the detailed results to them experienced surgeon.,The sailor wanted to give the solider a teapot.,0
2445,yr4btkgb20201126,DOC,y,The woman gave the new neighbor the rusty bike.,The dad wanted to give the girl her present.,0
2446,yr4btkgb20201126,POC,y,The mean neighbor handed a nasty note to the woman next door.,The waiter needed to hand him a menu.,0
2447,yr4btkgb20201126,DOC,y,The happy child showed her father the coloring book.,The client needed to show the worker.,0
2448,yr4btkgb20201126,POC,y,The good looking bartender handed free drinks to the girls at the bar.,The teacher asked the student to hand her the letters.,1
2449,yr4btkgb20201126,DOC,y,The fashion designer gave the famous journalist the pink jacket.,The nurse needed to give him an IV.,0
2450,yr4btkgb20201126,POI,n,The builder showed the blueprints to they new client.,The kids wanted to show the teacher.,1
2451,yr4btkgb20201126,DOC,y,The teacher handed the student the certificate.,The kids wanted to hand the guitar to the singer.,1
2452,yr4btkgb20201126,POI,n,The millionaire gave the valuable painting to they struggling artist.,The student needed to give the teacher the flowers.,0
2453,yr4btkgb20201126,DOC,y,The bartender handed the customer the cocktail.,The guy handed the clown the hat.,0
2454,yr4btkgb20201126,POC,y,The architect showed the model of the building to the architect.,The girl needed to show the dress to the man.,1
2455,yr4btkgb20201126,DOI,n,The spy handed the double agent them submarine blueprints.,The nurse needed to hand the man the tool.,0
2456,yr4btkgb20201126,POC,y,The mother gave the expensive toy to the hungry toddler.,The girl needed to give the cane to the chef.,1
2457,yr4btkgb20201126,DOI,n,The photographer showed the editor them finished proofs.,The car was in a car show.,NA
2458,yr4btkgb20201126,POI,n,The swimmer handed the towel to they driver.,The girl was asked to hand the paint brush.,0
2459,yr4btkgb20201126,DOI,n,The secretary handed the manager they invoice.,The library was asked to hand the book to the boy.,0
2460,yr4btkgb20201126,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,The girl needed to hand the toy to the boy.,1
2461,za0p1wmj20201115,DOC,y,The bartender handed the customer the cocktail.,The man handed the clown a hat.,0
2462,za0p1wmj20201115,POC,y,The architect showed the model of the building to the architect.,The girl shows the man a dress.,0
2463,za0p1wmj20201115,DOI,n,The secretary handed the manager they invoice.,The librarian hands the boy a book.,0
2464,za0p1wmj20201115,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,The girl hands the boy an object.,0
2465,za0p1wmj20201115,DOI,n,The spy handed the double agent them submarine blueprints.,The nurse handed the doctor the stethoscope.,0
2466,za0p1wmj20201115,POC,y,The mean neighbor handed a nasty note to the woman next door.,The waitress hands the customer the menu.,0
2467,za0p1wmj20201115,DOI,n,The disgruntled employee gave the manager them long letter.,The officer gave the man a ticket.,0
2468,za0p1wmj20201115,POC,y,The travel agent gave the last ticket to the young fan.,The boy gives the girl a valentine.,0
2469,za0p1wmj20201115,DOC,y,The fashion designer gave the famous journalist the pink jacket.,The nurse gives the patient water.,0
2470,za0p1wmj20201115,POC,y,The good looking bartender handed free drinks to the girls at the bar.,The girl hands him a marker.,0
2471,za0p1wmj20201115,DOC,y,The woman gave the new neighbor the rusty bike.,The woman gave the man a present.,0
2472,za0p1wmj20201115,POI,n,The builder showed the blueprints to they new client.,The kids showed a picture to the teacher.,1
2473,za0p1wmj20201115,DOI,n,The photographer showed the editor them finished proofs.,The man showed the couple the car.,0
2474,za0p1wmj20201115,POI,n,The millionaire gave the valuable painting to they struggling artist.,The girl gives the teacher flowers.,0
2475,za0p1wmj20201115,DOC,y,The happy child showed her father the coloring book.,The man is showing her an object.,0
2476,za0p1wmj20201115,POC,y,The mother gave the expensive toy to the hungry toddler.,She gave him a cane.,0
2477,za0p1wmj20201115,DOC,y,The teacher handed the student the certificate.,He hands him a guitar.,0
2478,za0p1wmj20201115,POI,n,The researcher gave the detailed results to them experienced surgeon.,He gave the man a teapot.,0
2479,za0p1wmj20201115,DOI,n,The captain gave the old sailor they spare life jacket.,They gave her a cake.,0
2480,za0p1wmj20201115,POI,n,The swimmer handed the towel to they driver.,The girl hands the boy a paint brush.,0
2481,zalhzd5l20201120,DOC,y,The woman gave the new neighbor the rusty bike.,The man gave her a present,0
2482,zalhzd5l20201120,POI,n,The builder showed the blueprints to they new client.,the kids showed their mom the picture,0
2483,zalhzd5l20201120,DOC,y,The bartender handed the customer the cocktail.,the man handed him a hat,0
2484,zalhzd5l20201120,POI,n,The millionaire gave the valuable painting to they struggling artist.,the student gave her teacher flowers,0
2485,zalhzd5l20201120,DOC,y,The teacher handed the student the certificate.,He handed him the guitar,0
2486,zalhzd5l20201120,POI,n,The researcher gave the detailed results to them experienced surgeon.,The sailor gave him the teapot,0
2487,zalhzd5l20201120,DOI,n,The spy handed the double agent them submarine blueprints.,The nurse handed him the tool,0
2488,zalhzd5l20201120,POC,y,The good looking bartender handed free drinks to the girls at the bar.,She handed him the marker,0
2489,zalhzd5l20201120,DOI,n,The captain gave the old sailor they spare life jacket.,They gave him the birthday cake,0
2490,zalhzd5l20201120,POI,n,The swimmer handed the towel to they driver.,She handed him the brush,0
2491,zalhzd5l20201120,DOC,y,The happy child showed her father the coloring book.,He showed him the evidence,0
2492,zalhzd5l20201120,POC,y,The architect showed the model of the building to the architect.,She showed him the clothes,0
2493,zalhzd5l20201120,DOI,n,The photographer showed the editor them finished proofs.,He showed them the new car,0
2494,zalhzd5l20201120,POC,y,The mother gave the expensive toy to the hungry toddler.,She handed him the caine,0
2495,zalhzd5l20201120,DOI,n,The secretary handed the manager they invoice.,She hands him the book,0
2496,zalhzd5l20201120,POC,y,The mean neighbor handed a nasty note to the woman next door.,She handed him the menu,0
2497,zalhzd5l20201120,DOC,y,The fashion designer gave the famous journalist the pink jacket.,the nurse gave him the food,0
2498,zalhzd5l20201120,POC,y,The travel agent gave the last ticket to the young fan.,She gave her a box of chocolate,0
2499,zalhzd5l20201120,DOI,n,The disgruntled employee gave the manager them long letter.,The police gave him a ticket,0
2500,zalhzd5l20201120,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,she handed him the plate,0
2501,zes08nnl20201116,DOI,n,The disgruntled employee gave the manager them long letter.,The man is getting a ticket.,NA
2502,zes08nnl20201116,POI,n,The researcher gave the detailed results to them experienced surgeon.,The sailor gives the teapot to the soldier.,1
2503,zes08nnl20201116,DOC,y,The woman gave the new neighbor the rusty bike.,The man gives the girl a gift.,0
2504,zes08nnl20201116,POC,y,The architect showed the model of the building to the architect.,The woman holds a dress.,NA
2505,zes08nnl20201116,DOC,y,The happy child showed her father the coloring book.,A judge sees a gun at a hearing.,NA
2506,zes08nnl20201116,POI,n,The swimmer handed the towel to they driver.,The girls hands the boy the painting brush.,0
2507,zes08nnl20201116,DOC,y,The bartender handed the customer the cocktail.,The man hands the hat to the clown.,1
2508,zes08nnl20201116,POC,y,The travel agent gave the last ticket to the young fan.,A boy gives a girl his heart.,0
2509,zes08nnl20201116,DOC,y,The fashion designer gave the famous journalist the pink jacket.,The nurse gives the patient medicine.,0
2510,zes08nnl20201116,POI,n,The millionaire gave the valuable painting to they struggling artist.,The student gives her teacher flowers.,0
2511,zes08nnl20201116,DOI,n,The photographer showed the editor them finished proofs.,The salesman shows the car to the couple.,1
2512,zes08nnl20201116,POI,n,The eager boyfriend handed the box of flowers to them girlfriend.,She hands him a plate.,0
2513,zes08nnl20201116,DOC,y,The teacher handed the student the certificate.,The man hands the singer the guitar.,0
2514,zes08nnl20201116,POC,y,The good looking bartender handed free drinks to the girls at the bar.,The girl hands the boy the letter K.,0
2515,zes08nnl20201116,DOI,n,The captain gave the old sailor they spare life jacket.,They give a cake.,1
